Timestamp,Price,Size,Exchange,Type
2021-03-05 10:00:00.785,228.11,110,NASDAQ,TRADE
2021-03-05 10:00:33.377,228.16,130,NASDAQ,TRADE
2021-03-05 10:00:43.329,229.36,110,NASDAQ,Bid
2021-03-05 10:00:20.347,229.1,110,NYSE_ARCA,Bid
2021-03-05 10:00:14.352,228.81,120,NYSE,Ask
2021-03-05 10:00:40.225,228.4,110,NYSE,TRADE
2021-03-05 10:00:07.015,229.16,130,NASDAQ,Bid
2021-03-05 10:00:58.619,229.33,130,NYSE_ARCA,TRADE
2021-03-05 10:00:15.814,229.05,110,NASDAQ,Ask
2021-03-05 10:00:08.948,229.66,130,NYSE,Ask
2021-03-05 10:00:07.120,229.93,100,NYSE,Ask
2021-03-05 10:00:49.321,229.02,120,NYSE_ARCA,TRADE
2021-03-05 10:00:25.082,228.59,130,NASDAQ,TRADE
2021-03-05 10:00:31.033,229.84,110,NYSE_ARCA,Ask
2021-03-05 10:00:32.488,229.19,100,NASDAQ,Bid
2021-03-05 10:00:42.800,228.16,100,NASDAQ,Bid
2021-03-05 10:00:21.324,228.84,100,NYSE,Ask
2021-03-05 10:00:00.302,229.52,120,NASDAQ,Bid
2021-03-05 10:00:44.478,228.3,110,NASDAQ,Ask
2021-03-05 10:00:15.131,229.87,100,NASDAQ,TRADE
2021-03-05 10:00:06.360,228.14,120,NYSE,Bid
2021-03-05 10:00:48.940,228.95,130,NYSE_ARCA,Ask
2021-03-05 10:00:21.049,229.96,110,NYSE,Ask
2021-03-05 10:00:02.033,228.56,110,NASDAQ,TRADE
2021-03-05 10:00:24.161,229.35,120,NYSE_ARCA,Bid
2021-03-05 10:00:17.369,228.37,100,NYSE,TRADE
2021-03-05 10:00:06.688,229.89,130,NYSE,Bid
2021-03-05 10:00:40.182,228.46,110,NASDAQ,TRADE
2021-03-05 10:00:39.209,229.12,120,NASDAQ,Bid
2021-03-05 10:00:33.789,228.48,110,NYSE,TRADE
2021-03-05 10:00:37.463,228.17,110,NYSE,TRADE
2021-03-05 10:00:57.723,229.25,120,NYSE,Ask
2021-03-05 10:00:38.946,228.12,130,NASDAQ,Bid
2021-03-05 10:00:01.671,228.34,130,NYSE,Bid
2021-03-05 10:00:54.747,229.99,100,NASDAQ,TRADE
2021-03-05 10:00:24.695,228.76,130,NASDAQ,Bid
2021-03-05 10:00:51.489,229.5,120,NYSE,Ask
2021-03-05 10:00:21.127,228.54,110,NYSE,Ask
2021-03-05 10:00:20.362,228.96,110,NASDAQ,Ask
2021-03-05 10:00:05.239,229.92,110,NYSE_ARCA,TRADE
2021-03-05 10:00:46.687,229.85,130,NYSE,TRADE
2021-03-05 10:00:14.456,229.27,130,NASDAQ,TRADE
2021-03-05 10:00:27.699,229.07,100,NASDAQ,Ask
2021-03-05 10:00:52.282,228.48,110,NASDAQ,Bid
2021-03-05 10:00:27.271,228.48,110,NASDAQ,Ask
2021-03-05 10:00:26.718,229.47,130,NYSE_ARCA,Ask
2021-03-05 10:00:11.276,229.76,120,NYSE_ARCA,TRADE
2021-03-05 10:00:19.085,228.5,100,NASDAQ,TRADE
2021-03-05 10:00:04.890,229.57,130,NASDAQ,Bid
2021-03-05 10:00:35.074,229.58,130,NYSE,Bid
2021-03-05 10:00:20.864,228.09,120,NYSE_ARCA,Bid
2021-03-05 10:00:58.432,229.98,110,NYSE,Ask
2021-03-05 10:00:31.150,228.83,110,NYSE,TRADE
2021-03-05 10:00:28.375,228.56,110,NYSE_ARCA,TRADE
2021-03-05 10:00:21.094,228.71,130,NYSE,Bid
2021-03-05 10:00:16.766,229.48,120,NYSE,TRADE
2021-03-05 10:00:33.742,228.81,100,NASDAQ,TRADE
2021-03-05 10:00:52.488,229.98,120,NASDAQ,Bid
2021-03-05 10:00:28.026,228.98,130,NYSE,TRADE
2021-03-05 10:00:48.913,229.27,130,NASDAQ,TRADE
2021-03-05 10:00:47.883,228.95,110,NYSE_ARCA,Ask
2021-03-05 10:00:09.642,229.45,120,NYSE_ARCA,Ask
2021-03-05 10:00:06.349,229.48,110,NYSE,Bid
2021-03-05 10:00:04.255,229.48,130,NYSE,TRADE
2021-03-05 10:00:00.774,229.54,130,NYSE_ARCA,TRADE
2021-03-05 10:00:13.856,228.73,100,NYSE,Bid
2021-03-05 10:00:53.781,229.37,100,NYSE,Bid
2021-03-05 10:00:51.187,228.72,110,NYSE,TRADE
2021-03-05 10:00:12.142,229.43,110,NASDAQ,Bid
2021-03-05 10:00:04.373,228.74,110,NYSE,Bid
2021-03-05 10:00:18.008,229.1,120,NYSE_ARCA,Ask
2021-03-05 10:00:03.796,228.84,110,NYSE,Ask
2021-03-05 10:00:31.276,229.1,110,NYSE_ARCA,TRADE
2021-03-05 10:00:33.331,229.87,100,NASDAQ,Bid
2021-03-05 10:00:45.073,229.71,130,NYSE_ARCA,Bid
2021-03-05 10:00:54.329,229.67,130,NYSE_ARCA,Bid
2021-03-05 10:00:21.400,229.65,120,NYSE,Bid
2021-03-05 10:00:18.220,228.31,100,NASDAQ,Bid
2021-03-05 10:00:07.429,229.73,100,NYSE,Ask
2021-03-05 10:00:39.399,229.15,130,NYSE_ARCA,Ask
2021-03-05 10:00:04.454,229.63,110,NYSE,Ask
2021-03-05 10:00:45.185,229.3,130,NASDAQ,TRADE
2021-03-05 10:00:14.679,229.77,120,NYSE,Bid
2021-03-05 10:00:09.642,228.26,130,NYSE_ARCA,TRADE
2021-03-05 10:00:50.608,228.31,100,NYSE_ARCA,Bid
2021-03-05 10:00:15.211,229.93,100,NYSE,Bid
2021-03-05 10:00:02.243,228.38,120,NYSE,Ask
2021-03-05 10:00:13.376,229.29,120,NYSE_ARCA,TRADE
2021-03-05 10:00:15.021,229.16,100,NYSE_ARCA,Bid
2021-03-05 10:00:19.681,229.64,100,NASDAQ,TRADE
2021-03-05 10:00:12.071,228.27,120,NYSE,TRADE
2021-03-05 10:00:20.159,228.95,110,NYSE_ARCA,Ask
2021-03-05 10:00:02.381,228.46,100,NYSE_ARCA,Bid
2021-03-05 10:00:55.561,228.7,110,NYSE,Ask
2021-03-05 10:00:13.461,229.86,120,NASDAQ,TRADE
2021-03-05 10:00:02.996,229.66,130,NYSE_ARCA,Bid
2021-03-05 10:00:05.507,228.6,110,NASDAQ,TRADE
2021-03-05 10:00:09.481,229.96,120,NYSE,TRADE
2021-03-05 10:00:12.054,228.45,120,NASDAQ,TRADE
2021-03-05 10:00:48.133,228.67,110,NYSE,Ask
2021-03-05 10:00:15.868,229.34,110,NYSE_ARCA,TRADE
2021-03-05 10:00:25.434,229.37,100,NYSE_ARCA,Ask
2021-03-05 10:00:46.936,229.02,110,NASDAQ,Bid
2021-03-05 10:00:19.696,229.91,130,NYSE_ARCA,TRADE
2021-03-05 10:00:18.992,228.44,110,NYSE,TRADE
2021-03-05 10:00:49.193,228.91,120,NYSE,TRADE
2021-03-05 10:00:45.928,228.15,110,NASDAQ,Ask
2021-03-05 10:00:11.351,228.65,100,NYSE_ARCA,Ask
2021-03-05 10:00:57.189,229.84,130,NYSE_ARCA,TRADE
2021-03-05 10:00:17.907,228.64,110,NASDAQ,TRADE
2021-03-05 10:00:03.992,229.98,100,NYSE,TRADE
2021-03-05 10:00:34.908,229.1,120,NYSE_ARCA,TRADE
2021-03-05 10:00:33.534,228.42,120,NYSE,Ask
2021-03-05 10:00:21.474,229.56,110,NASDAQ,Ask
2021-03-05 10:00:23.711,229.09,120,NYSE,TRADE
2021-03-05 10:00:11.877,229.73,100,NASDAQ,TRADE
2021-03-05 10:00:19.674,229.34,110,NASDAQ,Bid
2021-03-05 10:00:09.619,229.91,110,NYSE,Ask
2021-03-05 10:00:51.755,228.75,120,NASDAQ,Bid
2021-03-05 10:00:10.377,228.7,110,NYSE,Ask
2021-03-05 10:00:23.814,229.37,120,NYSE,TRADE
2021-03-05 10:00:29.053,229.01,110,NASDAQ,TRADE
2021-03-05 10:00:09.472,229.4,100,NYSE_ARCA,TRADE
2021-03-05 10:00:35.647,228.35,130,NASDAQ,TRADE
2021-03-05 10:00:55.103,228.07,100,NASDAQ,Bid
2021-03-05 10:00:31.640,228.1,120,NYSE_ARCA,TRADE
2021-03-05 10:00:25.404,229.26,100,NYSE_ARCA,Ask
2021-03-05 10:00:03.458,229.03,110,NASDAQ,Bid
2021-03-05 10:00:35.597,229.61,100,NYSE,Ask
2021-03-05 10:00:01.949,229.84,130,NYSE,Bid
2021-03-05 10:00:16.437,228.01,130,NYSE_ARCA,Ask
2021-03-05 10:00:13.239,229.26,100,NYSE_ARCA,TRADE
2021-03-05 10:00:43.297,229.51,120,NYSE_ARCA,TRADE
2021-03-05 10:00:49.242,228.58,100,NYSE_ARCA,Ask
2021-03-05 10:00:45.220,229.86,100,NASDAQ,TRADE
2021-03-05 10:00:55.911,229.38,100,NYSE_ARCA,Ask
2021-03-05 10:00:20.999,229.01,130,NYSE,TRADE
2021-03-05 10:00:46.569,228.65,100,NASDAQ,Ask
2021-03-05 10:00:27.906,229.51,130,NASDAQ,TRADE
2021-03-05 10:00:16.718,228.32,120,NASDAQ,Bid
2021-03-05 10:00:01.916,229.93,100,NYSE_ARCA,TRADE
2021-03-05 10:00:26.825,229.69,130,NASDAQ,TRADE
2021-03-05 10:00:07.617,228.65,130,NYSE_ARCA,Ask
2021-03-05 10:00:37.866,229.55,110,NASDAQ,Bid
2021-03-05 10:00:09.080,228.19,110,NYSE,TRADE
2021-03-05 10:00:27.444,229.27,120,NYSE,Bid
2021-03-05 10:00:07.202,228.28,100,NASDAQ,Bid
2021-03-05 10:00:47.329,228.82,110,NYSE_ARCA,Ask
2021-03-05 10:00:56.712,228.78,130,NYSE,TRADE
2021-03-05 10:00:06.183,229.42,120,NYSE,Ask
2021-03-05 10:00:22.672,229.77,130,NYSE,TRADE
2021-03-05 10:00:52.597,228.15,100,NYSE_ARCA,Bid
2021-03-05 10:00:20.797,228.98,100,NYSE_ARCA,Bid
2021-03-05 10:00:34.061,229.02,120,NYSE_ARCA,TRADE
2021-03-05 10:00:37.287,228.97,110,NYSE_ARCA,Ask
2021-03-05 10:00:01.403,228.99,130,NYSE,Ask
2021-03-05 10:00:48.789,229.55,130,NYSE,Bid
2021-03-05 10:00:28.129,229.66,100,NASDAQ,Bid
2021-03-05 10:00:35.524,229.61,120,NYSE_ARCA,Bid
2021-03-05 10:00:44.463,229.63,100,NYSE,TRADE
2021-03-05 10:00:25.911,229.37,120,NYSE,Ask
2021-03-05 10:00:32.651,228.78,130,NASDAQ,TRADE
2021-03-05 10:00:14.944,228.84,110,NASDAQ,TRADE
2021-03-05 10:00:37.488,229.97,130,NYSE,Ask
2021-03-05 10:00:32.084,229.26,110,NYSE,TRADE
2021-03-05 10:00:39.298,228.31,130,NYSE,Ask
2021-03-05 10:00:33.469,229.17,120,NASDAQ,TRADE
2021-03-05 10:00:43.914,228.94,110,NASDAQ,Ask
2021-03-05 10:00:00.823,228.91,110,NYSE,Bid
2021-03-05 10:00:30.050,229.63,120,NYSE_ARCA,Bid
2021-03-05 10:00:02.907,228.86,110,NYSE_ARCA,Ask
2021-03-05 10:00:30.263,228.33,130,NYSE_ARCA,TRADE
2021-03-05 10:00:24.328,228.42,120,NYSE_ARCA,TRADE
2021-03-05 10:00:12.140,229.8,110,NYSE,Bid
2021-03-05 10:00:23.409,229.12,120,NASDAQ,Ask
2021-03-05 10:00:38.388,228.06,120,NYSE,Ask
2021-03-05 10:00:08.886,229.51,110,NYSE_ARCA,Ask
2021-03-05 10:00:50.264,229.85,100,NYSE,Ask
2021-03-05 10:00:59.097,229.29,100,NASDAQ,TRADE
2021-03-05 10:00:05.475,229.09,130,NASDAQ,Ask
2021-03-05 10:00:02.347,229.16,120,NASDAQ,TRADE
2021-03-05 10:00:00.954,228.13,130,NYSE,Bid
2021-03-05 10:00:24.723,228.48,130,NYSE_ARCA,TRADE
2021-03-05 10:00:21.513,228.13,100,NYSE,Ask
2021-03-05 10:00:08.645,228.21,120,NASDAQ,Ask
2021-03-05 10:00:36.002,229.36,120,NYSE,Bid
2021-03-05 10:00:32.406,228.49,100,NASDAQ,Bid
2021-03-05 10:00:30.243,228.86,120,NASDAQ,TRADE
2021-03-05 10:00:27.573,229.38,110,NYSE,TRADE
2021-03-05 10:00:43.504,228.15,120,NYSE,Bid
2021-03-05 10:00:01.998,229.47,100,NASDAQ,TRADE
2021-03-05 10:00:23.290,229.67,100,NYSE,Ask
2021-03-05 10:00:23.369,228.07,110,NYSE,Bid
2021-03-05 10:00:25.259,228.16,110,NASDAQ,Ask
2021-03-05 10:00:25.113,229.37,100,NYSE,Bid
2021-03-05 10:00:09.547,229.67,100,NYSE_ARCA,Bid
2021-03-05 10:00:19.116,228.45,100,NASDAQ,Bid
2021-03-05 10:00:59.753,229.12,110,NASDAQ,Bid
2021-03-05 10:00:39.475,229.49,130,NASDAQ,Ask
2021-03-05 10:00:03.711,228.3,100,NYSE,Ask
2021-03-05 10:00:18.877,229.97,100,NYSE,TRADE
2021-03-05 10:00:25.974,229.33,130,NYSE_ARCA,TRADE
2021-03-05 10:00:45.051,229.3,120,NASDAQ,TRADE
2021-03-05 10:00:12.748,229.38,100,NASDAQ,Ask
2021-03-05 10:00:18.652,229.7,130,NYSE_ARCA,Bid
2021-03-05 10:00:33.239,229.81,110,NASDAQ,TRADE
2021-03-05 10:00:55.151,228.37,120,NYSE_ARCA,Bid
2021-03-05 10:00:03.938,229.18,100,NYSE,Bid
2021-03-05 10:00:01.941,229.82,120,NASDAQ,Bid
2021-03-05 10:00:58.442,228.87,100,NYSE,TRADE
2021-03-05 10:00:40.025,229.1,100,NYSE_ARCA,Bid
2021-03-05 10:00:13.063,228.05,130,NYSE_ARCA,Bid
2021-03-05 10:00:17.867,228.99,120,NYSE,Bid
2021-03-05 10:00:20.634,229.42,110,NASDAQ,Bid
2021-03-05 10:00:54.653,229.65,130,NASDAQ,Bid
2021-03-05 10:00:24.602,229.76,100,NASDAQ,TRADE
2021-03-05 10:00:35.550,228.1,120,NYSE_ARCA,TRADE
2021-03-05 10:00:15.049,228.99,130,NYSE,Ask
2021-03-05 10:00:38.936,229.87,130,NYSE,TRADE
2021-03-05 10:00:58.496,228.43,120,NASDAQ,TRADE
2021-03-05 10:00:29.077,228.71,120,NASDAQ,Bid
2021-03-05 10:00:02.311,228.08,110,NYSE_ARCA,Bid
2021-03-05 10:00:45.901,228.04,100,NASDAQ,Ask
2021-03-05 10:00:56.441,228.74,100,NYSE_ARCA,TRADE
2021-03-05 10:00:04.165,228.01,110,NYSE_ARCA,Bid
2021-03-05 10:00:54.659,228.98,120,NYSE,Bid
2021-03-05 10:00:07.113,229.04,100,NYSE_ARCA,TRADE
2021-03-05 10:00:45.148,229.62,100,NASDAQ,TRADE
2021-03-05 10:00:57.307,228.94,130,NYSE,TRADE
2021-03-05 10:00:23.401,229.7,130,NASDAQ,TRADE
2021-03-05 10:00:17.218,229.78,100,NYSE_ARCA,Ask
2021-03-05 10:00:33.476,229.25,110,NYSE_ARCA,Ask
2021-03-05 10:00:04.735,229.35,130,NYSE,TRADE
2021-03-05 10:00:17.302,229.69,110,NYSE,TRADE
2021-03-05 10:00:13.042,229.44,100,NYSE_ARCA,TRADE
2021-03-05 10:00:59.206,228.49,110,NYSE_ARCA,Ask
2021-03-05 10:00:14.893,229.86,130,NYSE_ARCA,TRADE
2021-03-05 10:00:46.499,229.1,130,NYSE,Bid
2021-03-05 10:00:12.673,229.08,100,NASDAQ,Ask
2021-03-05 10:00:59.093,229.96,110,NASDAQ,Ask
2021-03-05 10:00:49.433,229.83,110,NYSE,Bid
2021-03-05 10:00:15.544,229.11,100,NYSE_ARCA,Bid
2021-03-05 10:00:28.600,229.09,130,NASDAQ,Bid
2021-03-05 10:00:36.044,229.09,120,NASDAQ,Bid
2021-03-05 10:00:12.268,228.59,120,NYSE,TRADE
2021-03-05 10:00:06.152,229.09,120,NASDAQ,TRADE
2021-03-05 10:00:20.584,228.76,100,NYSE,TRADE
2021-03-05 10:00:35.750,229.88,130,NYSE,Bid
2021-03-05 10:00:23.777,228.83,120,NYSE,Bid
2021-03-05 10:00:36.140,229.71,100,NASDAQ,TRADE
2021-03-05 10:00:02.524,229.37,130,NASDAQ,Ask
2021-03-05 10:00:53.644,228.21,130,NYSE,TRADE
2021-03-05 10:00:15.359,228.72,130,NASDAQ,TRADE
2021-03-05 10:00:08.525,228.91,100,NYSE,Ask
2021-03-05 10:00:24.149,229.28,130,NYSE_ARCA,Ask
2021-03-05 10:00:11.473,229.0,120,NYSE,Bid
2021-03-05 10:00:07.818,228.02,120,NYSE,Ask
2021-03-05 10:00:56.413,228.17,100,NYSE,TRADE
2021-03-05 10:00:10.085,229.69,120,NYSE,Bid
2021-03-05 10:00:57.199,228.2,130,NYSE_ARCA,Ask
2021-03-05 10:00:00.660,229.84,110,NASDAQ,TRADE
2021-03-05 10:00:52.326,228.86,130,NYSE_ARCA,TRADE
2021-03-05 10:00:44.324,228.24,130,NYSE,Bid
2021-03-05 10:00:39.959,229.95,130,NYSE,TRADE
2021-03-05 10:00:50.744,228.93,100,NASDAQ,Ask
2021-03-05 10:00:09.501,228.09,100,NYSE,TRADE
2021-03-05 10:00:17.786,228.45,110,NYSE_ARCA,TRADE
2021-03-05 10:00:01.634,228.91,110,NYSE,Ask
2021-03-05 10:00:22.605,228.75,130,NASDAQ,TRADE
2021-03-05 10:00:09.758,229.86,110,NASDAQ,Ask
2021-03-05 10:00:48.066,229.13,110,NYSE_ARCA,Ask
2021-03-05 10:00:22.132,228.31,130,NYSE_ARCA,TRADE
2021-03-05 10:00:19.832,228.39,120,NASDAQ,Bid
2021-03-05 10:00:58.452,228.93,100,NYSE,Ask
2021-03-05 10:00:07.683,228.71,100,NASDAQ,Bid
2021-03-05 10:00:04.044,228.79,110,NYSE,Bid
2021-03-05 10:00:00.217,228.15,100,NASDAQ,Ask
2021-03-05 10:00:39.732,229.2,100,NASDAQ,TRADE
2021-03-05 10:00:54.073,228.61,100,NASDAQ,TRADE
2021-03-05 10:00:55.052,228.24,100,NYSE,Bid
2021-03-05 10:00:57.188,228.24,110,NYSE,Bid
2021-03-05 10:00:00.618,229.71,130,NASDAQ,TRADE
2021-03-05 10:00:09.266,229.36,120,NYSE,Bid
2021-03-05 10:00:33.923,229.63,100,NYSE,Bid
2021-03-05 10:00:37.820,229.68,130,NYSE,Bid
2021-03-05 10:00:53.613,228.52,110,NYSE,TRADE
2021-03-05 10:00:40.415,229.74,100,NYSE,TRADE
2021-03-05 10:00:37.748,229.28,100,NASDAQ,TRADE
2021-03-05 10:00:32.570,229.14,110,NYSE,Bid
2021-03-05 10:00:08.016,228.63,120,NYSE,TRADE
2021-03-05 10:00:18.615,229.83,110,NASDAQ,Bid
2021-03-05 10:00:29.839,228.37,120,NASDAQ,Ask
2021-03-05 10:00:58.554,229.47,110,NYSE,Ask
2021-03-05 10:00:46.249,228.84,100,NASDAQ,Bid
2021-03-05 10:00:10.289,228.07,120,NYSE,TRADE
2021-03-05 10:00:08.088,228.43,110,NYSE_ARCA,Bid
2021-03-05 10:00:56.171,229.78,100,NYSE,Bid
2021-03-05 10:00:08.188,228.83,120,NYSE,Bid
2021-03-05 10:00:53.509,228.66,120,NYSE,TRADE
2021-03-05 10:00:53.730,228.74,110,NYSE_ARCA,Ask
2021-03-05 10:00:03.356,229.34,100,NYSE,Ask
2021-03-05 10:00:19.638,228.72,130,NYSE_ARCA,Ask
2021-03-05 10:00:06.280,229.95,120,NASDAQ,TRADE
2021-03-05 10:00:35.872,229.83,100,NYSE,Ask
2021-03-05 10:00:23.520,228.3,100,NASDAQ,Ask
2021-03-05 10:00:43.966,228.52,120,NYSE_ARCA,TRADE
2021-03-05 10:00:59.484,229.71,130,NYSE,Ask
2021-03-05 10:00:17.891,228.83,130,NYSE,Bid
2021-03-05 10:00:31.768,228.84,110,NYSE,Bid
2021-03-05 10:00:13.180,229.93,120,NASDAQ,TRADE
2021-03-05 10:00:29.172,229.6,110,NASDAQ,Bid
2021-03-05 10:00:18.604,229.23,130,NYSE,Bid
2021-03-05 10:00:49.538,228.32,100,NYSE,TRADE
2021-03-05 10:00:30.902,228.97,130,NYSE,Ask
2021-03-05 10:00:30.325,228.92,100,NYSE_ARCA,TRADE
2021-03-05 10:00:14.057,229.53,130,NYSE,TRADE
2021-03-05 10:00:51.646,229.79,120,NYSE,TRADE
2021-03-05 10:00:41.210,229.68,110,NYSE,Bid
2021-03-05 10:00:03.089,228.5,110,NYSE_ARCA,TRADE
2021-03-05 10:00:17.803,229.66,130,NYSE_ARCA,Ask
2021-03-05 10:00:57.252,229.68,120,NYSE_ARCA,TRADE
2021-03-05 10:00:07.117,228.15,130,NYSE_ARCA,TRADE
2021-03-05 10:00:32.991,228.46,120,NASDAQ,TRADE
2021-03-05 10:00:09.493,228.69,100,NYSE_ARCA,Bid
2021-03-05 10:00:39.831,229.58,120,NASDAQ,Bid
2021-03-05 10:00:54.589,229.49,100,NASDAQ,Ask
2021-03-05 10:00:09.269,229.7,110,NYSE,Bid
2021-03-05 10:00:38.303,228.34,120,NASDAQ,TRADE
2021-03-05 10:00:59.611,228.81,110,NYSE_ARCA,Ask
2021-03-05 10:00:57.513,228.8,110,NYSE,Ask
2021-03-05 10:00:57.443,229.15,120,NYSE,Bid
2021-03-05 10:00:37.363,229.34,120,NYSE_ARCA,Bid
2021-03-05 10:00:46.610,228.32,130,NYSE,Bid
2021-03-05 10:00:53.819,229.07,130,NASDAQ,Bid
2021-03-05 10:00:49.803,228.02,100,NYSE_ARCA,Bid
2021-03-05 10:00:56.940,229.9,100,NASDAQ,Ask
2021-03-05 10:00:48.899,229.81,130,NYSE_ARCA,TRADE
2021-03-05 10:00:15.308,228.97,110,NYSE,TRADE
2021-03-05 10:00:13.155,229.03,100,NYSE_ARCA,Bid
2021-03-05 10:00:43.019,228.04,110,NASDAQ,TRADE
2021-03-05 10:00:55.822,229.85,130,NYSE_ARCA,Bid
2021-03-05 10:00:59.880,228.79,100,NYSE,TRADE
2021-03-05 10:00:01.803,229.03,130,NASDAQ,Ask
2021-03-05 10:00:17.522,229.58,100,NYSE,Ask
2021-03-05 10:00:13.389,228.34,130,NYSE,Ask
2021-03-05 10:00:14.529,228.57,100,NYSE,Bid
2021-03-05 10:00:16.924,228.14,100,NYSE,TRADE
2021-03-05 10:00:26.228,228.36,110,NASDAQ,Bid
2021-03-05 10:00:22.259,228.84,100,NYSE_ARCA,TRADE
2021-03-05 10:00:25.466,228.13,110,NYSE,TRADE
2021-03-05 10:00:47.533,229.82,100,NASDAQ,Bid
2021-03-05 10:00:36.214,229.82,120,NYSE_ARCA,Bid
2021-03-05 10:00:18.732,228.34,110,NYSE,TRADE
2021-03-05 10:00:17.168,229.27,100,NYSE_ARCA,Bid
2021-03-05 10:00:45.485,228.28,110,NYSE_ARCA,Bid
2021-03-05 10:00:33.068,229.14,100,NYSE,TRADE
2021-03-05 10:00:09.916,229.16,110,NASDAQ,Ask
2021-03-05 10:00:03.904,229.33,100,NYSE_ARCA,TRADE
2021-03-05 10:00:45.585,229.13,110,NYSE_ARCA,TRADE
2021-03-05 10:00:01.087,229.28,110,NASDAQ,Bid
2021-03-05 10:00:07.299,229.38,120,NYSE_ARCA,Bid
2021-03-05 10:00:11.798,228.69,120,NASDAQ,TRADE
2021-03-05 10:00:29.240,228.7,130,NYSE,Bid
2021-03-05 10:00:49.768,229.31,120,NASDAQ,TRADE
2021-03-05 10:00:01.506,228.43,100,NYSE_ARCA,TRADE
2021-03-05 10:00:00.044,228.84,120,NASDAQ,TRADE
2021-03-05 10:00:15.848,228.9,110,NYSE_ARCA,TRADE
2021-03-05 10:00:37.778,228.62,100,NASDAQ,Bid
2021-03-05 10:00:59.197,228.89,100,NYSE,Bid
2021-03-05 10:00:04.132,228.29,100,NYSE,Ask
2021-03-05 10:00:35.254,228.82,100,NYSE,Ask
2021-03-05 10:00:17.457,228.63,130,NYSE_ARCA,TRADE
2021-03-05 10:00:38.954,228.46,110,NASDAQ,TRADE
